szPrecinctName,Accepted,Wrong Precinct,Wrong Ballot Type,Accepted No Ballot,Total Counted,,CH-PO/MA,Printed Signature,Can Not Identify,Challenged No ballot,CH-VBM Ballot Returned,Not Registered,No Signature,Not Eligible,Signature Miscompares,No address provided,Voted a precinct ballot,Cancellation,NO-COVR Signature,Total Not Counted,,Total
Pct 7044   ,4,0,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7303   ,3,1,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7338   ,2,2,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7346   ,3,2,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7348   ,2,0,3,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7509   ,5,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7633   ,4,0,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7638   ,3,1,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7712   ,2,0,3,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7801   ,5,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7807   ,2,2,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7812   ,1,3,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7838   ,5,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7852   ,1,3,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7874   ,2,2,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7929   ,4,0,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 7955   ,4,0,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9105   ,4,1,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9149   ,1,4,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9225   ,4,1,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9415   ,4,1,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9443   ,4,0,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9446   ,5,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9449   ,5,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9505   ,2,1,2,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9506   ,5,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9517   ,3,1,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9701   ,5,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 9743   ,2,2,1,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
Pct 1102   ,4,0,0,0,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,5
Pct 1113   ,3,0,1,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 7031   ,3,1,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 7315   ,2,2,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 7322   ,1,2,1,0,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,5
Pct 7536   ,2,1,1,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 7816   ,1,3,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 7832   ,4,0,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 7836   ,4,0,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 7839   ,4,0,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 7861   ,3,1,0,0,4,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,5
Pct 7907   ,1,1,2,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 9113   ,2,2,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 9118   ,4,0,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 9119   ,3,1,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,5
Pct 9127   ,4,0,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 9223   ,3,1,0,0,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,5
Pct 9232   ,3,1,0,0,4,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,5
Pct 9418   ,0,4,0,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 9753   ,2,1,1,0,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5
Pct 7614   ,3,0,0,0,3,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,5
Pct 9137   ,3,0,0,0,3,,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,5
Pct 9254   ,2,0,1,0,3,,0,0,1,0,0,0,0,0,1,0,0,0,0,2,,5
Pct 9448   ,2,0,1,0,3,,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,5
Pct 1112   ,1,1,4,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 1117   ,5,0,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 1142   ,3,3,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7014   ,5,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7030   ,0,4,2,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7032   ,4,2,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7039   ,5,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7051   ,5,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7205   ,5,0,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7208   ,2,3,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7308   ,4,2,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7328   ,5,0,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7331   ,3,2,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7335   ,5,0,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7336   ,5,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7508   ,3,3,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7515   ,5,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7556   ,6,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7606   ,3,3,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7616   ,0,3,3,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7634   ,3,3,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7864   ,1,4,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7947   ,1,3,1,1,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7952   ,3,3,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 7957   ,4,2,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9104   ,2,3,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9204   ,5,0,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9243   ,6,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9245   ,4,0,2,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9248   ,4,0,2,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9416   ,6,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9437   ,5,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9438   ,5,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9441   ,6,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9508   ,2,3,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9511   ,2,3,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9702   ,2,1,3,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9715   ,5,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9722   ,5,0,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9735   ,5,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9749   ,6,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 9755   ,4,1,1,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
Pct 1141   ,5,0,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 1153   ,4,1,0,0,5,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,6
Pct 7316   ,4,0,1,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 7532   ,1,4,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 7547   ,5,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,6
Pct 7626   ,5,0,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 7818   ,1,1,3,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 7854   ,3,2,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 9134   ,1,2,2,0,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,6
Pct 9135   ,5,0,0,0,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,6
Pct 9151   ,5,0,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 9202   ,4,1,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 9224   ,4,0,1,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 9236   ,3,2,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 9249   ,4,0,1,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 9428   ,4,1,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 9714   ,4,0,1,0,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,6
Pct 9738   ,5,0,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6
Pct 9751   ,2,1,2,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,6
Pct 9801   ,4,1,0,0,5,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,6
Pct 9745   ,2,2,0,0,4,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,6
Pct 1101   ,3,0,0,0,3,,0,1,0,0,1,1,0,0,0,0,0,0,0,3,,6
Pct 7645   ,0,2,1,0,3,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,6
Pct 1109   ,4,3,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 1119   ,4,3,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 1132   ,6,1,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 1149   ,1,6,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7054   ,3,3,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7317   ,3,4,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7343   ,3,4,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7347   ,2,4,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7502   ,2,2,3,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7503   ,6,0,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7507   ,5,1,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7711   ,5,1,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7822   ,5,2,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7831   ,4,3,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7837   ,4,2,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7844   ,1,6,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7847   ,4,2,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7855   ,4,3,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7862   ,2,2,3,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7867   ,6,1,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7875   ,1,2,4,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7941   ,3,4,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7944   ,4,3,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7948   ,3,3,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 9129   ,0,7,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 9207   ,5,1,0,1,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 9218   ,6,0,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 9521   ,3,3,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 9726   ,4,2,1,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7
Pct 7341   ,4,2,0,0,6,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,7
Pct 7349   ,1,1,4,0,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,7
Pct 7549   ,4,1,1,0,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,7
Pct 7604   ,1,5,0,0,6,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,7
Pct 7612   ,2,4,0,0,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,7
Pct 7639   ,4,1,1,0,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,7
Pct 7806   ,2,4,0,0,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,7
Pct 7902   ,4,2,0,0,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,7
Pct 9139   ,3,3,0,0,6,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,7
Pct 9255   ,3,2,1,0,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,7
Pct 1146   ,4,1,0,0,5,,0,0,0,0,0,1,0,0,0,1,0,0,0,2,,7
Pct 7203   ,3,2,0,0,5,,0,1,0,0,0,0,0,1,0,0,0,0,0,2,,7
Pct 7307   ,2,3,0,0,5,,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,7
Pct 7312   ,2,3,0,0,5,,0,0,0,0,0,1,0,0,0,1,0,0,0,2,,7
Pct 9434   ,0,5,0,0,5,,0,0,0,0,0,1,1,0,0,0,0,0,0,2,,7
Pct 7049   ,2,2,0,0,4,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,7
Pct 7302   ,4,0,0,0,4,,0,0,0,0,0,1,0,0,0,2,0,0,0,3,,7
Pct 7504   ,0,1,3,0,4,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,7
Pct 9247   ,2,1,1,0,4,,0,0,1,0,0,2,0,0,0,0,0,0,0,3,,7
Pct 1134   ,5,1,2,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7019   ,5,3,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7501   ,3,0,5,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7518   ,6,0,2,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7519   ,5,3,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7527   ,6,2,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7535   ,7,1,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7544   ,6,2,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7863   ,5,2,1,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7906   ,6,1,1,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7913   ,8,0,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7928   ,7,1,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7939   ,4,4,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7942   ,6,2,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7946   ,1,6,1,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7951   ,8,0,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 7956   ,2,3,3,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 9125   ,4,4,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 9242   ,6,2,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 9419   ,4,4,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 9519   ,2,1,5,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
Pct 1115   ,2,5,0,0,7,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,8
Pct 7013   ,5,1,1,0,7,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,8
Pct 7028   ,0,6,1,0,7,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,8
Pct 7554   ,3,3,1,0,7,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,8
Pct 7607   ,3,4,0,0,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,8
Pct 7623   ,3,3,1,0,7,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,8
Pct 7642   ,6,1,0,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,8
Pct 7706   ,6,0,1,0,7,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,8
Pct 7846   ,7,0,0,0,7,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,8
Pct 7868   ,5,2,0,0,7,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,8
Pct 9145   ,5,2,0,0,7,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,8
Pct 9235   ,7,0,0,0,7,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,8
Pct 9704   ,3,4,0,0,7,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,8
Pct 7327   ,3,2,1,0,6,,1,0,0,0,0,1,0,0,0,0,0,0,0,2,,8
Pct 7938   ,6,0,0,0,6,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,8
Pct 9748   ,4,0,2,0,6,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,8
Pct 7903   ,2,3,0,0,5,,0,0,0,0,0,3,0,0,0,0,0,0,0,3,,8
Pct 1121   ,8,1,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 7305   ,6,2,1,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 7541   ,7,2,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 7704   ,6,2,1,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 7708   ,6,2,1,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 7841   ,3,4,2,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 7865   ,8,0,1,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 7911   ,6,3,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 7926   ,3,6,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 9115   ,8,1,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 9131   ,1,8,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 9152   ,1,5,3,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 9241   ,8,1,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 9414   ,6,3,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9
Pct 1111   ,4,3,1,0,8,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,9
Pct 7339   ,3,4,1,0,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,9
Pct 7344   ,4,4,0,0,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,9
Pct 7505   ,7,1,0,0,8,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,9
Pct 7531   ,6,1,1,0,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,9
Pct 7603   ,2,5,1,0,8,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,9
Pct 7608   ,6,2,0,0,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,9
Pct 7625   ,7,1,0,0,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,9
Pct 7636   ,3,4,1,0,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,9
Pct 7811   ,5,0,3,0,8,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,9
Pct 9432   ,8,0,0,0,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,9
Pct 9513   ,4,1,3,0,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,9
Pct 1127   ,7,0,0,0,7,,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,9
Pct 1143   ,2,5,0,0,7,,0,0,0,0,0,1,0,0,0,1,0,0,0,2,,9
Pct 7621   ,1,2,4,0,7,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,9
Pct 7646   ,5,1,1,0,7,,0,0,1,0,0,1,0,0,0,0,0,0,0,2,,9
Pct 9132   ,6,1,0,0,7,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,9
Pct 7543   ,5,1,0,0,6,,0,0,1,0,0,1,0,1,0,0,0,0,0,3,,9
Pct 7953   ,3,2,1,0,6,,0,0,0,1,0,1,0,0,0,1,0,0,0,3,,9
Pct 7301   ,5,2,3,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 7326   ,7,3,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 7345   ,2,8,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 7529   ,5,3,2,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 7615   ,7,3,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 7869   ,10,0,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 7871   ,7,3,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 9114   ,4,3,3,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 9116   ,3,5,2,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 9221   ,8,2,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 9402   ,5,3,2,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 9731   ,3,5,2,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
Pct 7002   ,2,4,3,0,9,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,10
Pct 7538   ,5,4,0,0,9,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,10
Pct 7613   ,3,6,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,10
Pct 7824   ,4,4,1,0,9,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,10
Pct 7909   ,4,5,0,0,9,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,10
Pct 7943   ,5,2,2,0,9,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,10
Pct 9231   ,8,1,0,0,9,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,10
Pct 9711   ,7,1,1,0,9,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,10
Pct 7306   ,6,2,0,0,8,,0,0,0,0,0,1,0,0,0,1,0,0,0,2,,10
Pct 7602   ,3,5,0,0,8,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,10
Pct 7618   ,1,4,3,0,8,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,10
Pct 7808   ,3,4,1,0,8,,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,10
Pct 7901   ,5,1,2,0,8,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,10
Pct 1104   ,5,3,3,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 1118   ,10,1,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7007   ,5,4,2,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7525   ,5,6,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7631   ,3,8,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7815   ,10,1,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7826   ,11,0,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7866   ,10,1,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
Pct 7872   ,5,6,0,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11
